Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Id Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP53	20081114112955	20789	A.Pandey, MaintBot	52	3397,3398,3399,3400,5925,5934,5933,6929,4654,1017,890,898,2002,2005,2004,5710,3280,5079,5076,7849,4617,4618,4656,6938,6720,9242,3428,650,659,7422,2321,3791,4086,4089,4090,467,4088,7050,94,3480,3479,3667,1499,7015,4790,5970,654,959,4803,1950,6934								
Cytokines and Inflammatory Response (BioCarta)	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP530	20081114113239	21794	S.Burel, MaintBot, AlexanderPico	30	2920,7124,3553,3552,3569,7040,IL11,3593,1435,1437,1440,920,3586,2919,IL12B,3600,3438,3456,IL3,IL7,3565,3596,3458,3558,3567,5154,6955,6957,3123,3122								
Mismatch repair	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP531	20090523120953	29611	Thomas, AlexanderPico, MaintBot, MartijnVanIersel	9		ENSG00000095002,ENSG00000116062,ENSG00000174371,ENSG00000132646,ENSG00000076242,ENSG00000132383,ENSG00000062822,ENSG00000035928,ENSG00000105486							
Lysine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP533	20081114113240	21800	M.Braymer, MaintBot	13						S000002289,S000002341,S000002642,S000001356,S000000319,S000005333,S000001473		72-89-9,64885-97-8,53-84-9,56-86-0,2646-71-1,56-87-1	
Glycolysis and Gluconeogenesis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP534	20090213083300	28564	Kdahlquist, MaintBot, Susan, N.Fidelman, MartijnVanIersel	60	3098,2645,3099,3101,5211,5214,226,229,230,2023,2027,2026,5315,5313,5091,3939,3945,3948,2805,5160,5161,2806,4191,2538,2821,5213,2203,8789,7167,2597,26330,5230,5232,5224,5223,26237,92483,5105,5162,4190,1737,1738,8050		P00354					50-99-7,643-13-0,59-56-3,138-08-9,72-89-9	
neural retinal development	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP535	20090601225319	29747	Lvickers, MaintBot, Khanspers	1									
Calcium Regulation in the Cardiac Cell	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP536	20081114113241	21808	Nsalomonis, MaintBot, Susan, Thomas, J.Fong, N.Cotte	153	2778,2776,309,6262,2280,5350,811,845,113,5997,107,196883,8601,7533,5579,10971,7532,7531,7534,10287,2810,5583,5576,114,112,5567,5581,5590,5580,5587,115,5582,5578,108,5575,5588,5999,26575,6004,10636,8786,6001,8787,6000,5577,8490,5566,5998,5996,111,109,5573,64407,9628,54331,2792,10681,59345,2784,2783,2782,2870,5331,2786,2868,2869,5570,805,11142,5569,2785,2791,2787,51764,55970,94235,2788,7529,409,408,801,6263,3708,3709,3710,808,2767,6261,844,488,489,815,816,818,817,8536,814,784,782,492,491,490,6547,6546,480,481,482,483,486,1128,1129,1131,1132,1133,775,776,777,779,773,774,153,155,154,148,147,146,2697,2700,2701,2702,,10052,2703,57369,81025,57165,2705,2706,2707,127534,2709,10804,3760,3762,3745,2770,2771,2773,2775,2781							1927-31-7,51-84-3,58-64-0	
Translation Factors	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP537	20081114113241	21810	Kdahlquist, MaintBot	39	43549,31256,36722,37706,31156,40653, ,36037,33710,45682,42422,40587,39877,42789,33835,3355041,49809,45525,38398,36913,43736,45249,34363,44791,35422,40240,37070,43839,32617,39433,41843,44261,44260,40563,36981,32566,37846,37776,36271								
Tyrosine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP538	20081114113241	21812	M.Braymer, MaintBot	9						S000006264,S000000370,S000001179,S000003170		55508-12-8,126-49-8,2646-71-1,56-86-0,60-18-4	
Wnt Signaling Pathway NetPath	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP539	20081114133847	22587	A.Pandey, MaintBot, Thomas	109	22416,22408,22413,16974,22417,20377,16973,12005,56637,14370,13380,13542,26564,14367,22421,57265,16971,22418,216869,18750,18751,,14369,99470,14366,93840,26419,26409,18099,17863,14362,319478,104318,14296,21423,21413,59004,22218,13543,11848,208846,27373,93960,26992,13132,12387,328572,14200,12995,13000,13001,11789,93687,109689,67087,12532,12534,19052,13544,17755,26423,13016,13017,18504,19099,21374,12006,20664,58198,11651,77578,23988,12322,12323,12325,108058,16480,19353,17127,14368,20319,12234,21418,12393,13728,26965,21402,17128,76281,12550,56505,212398,13385,23859,13383,16842,665283,75826,12443,12961,16476,26420,140577,20682,26417,26413,110157,14371,22415								
Arginine degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP54	20081114112955	20791	J.Heckman, MaintBot	13						S000006032,S000004430,S000000825,S000004132		74-79-3,70-26-8,147-85-3,57-13-6,56-86-0,2646-71-1,146-14-5,1910-41-4,53-84-9	
Cytoplasmic Ribosomal Proteins	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP540	20081114113242	21816	Kdahlquist, MaintBot	63	175070,171853,180343,175501, ,176071,172401,171766,175455,175796,172052,171692,180748,174379,176097,172074,176015,177203,171949,172818,176891,3565264,178342,173873,172062,171750,173235,174443,178173,174166,180044,176718,175628,175879,174699,178012,179998,173309,176006,178188,175235,175901,178083,172693,175584,177481,173260,177503,172061,175786,172313,176011,176858,179154,172943,172647,178778,174371,176554,174311,172921,177583,178408								
De Novo NAD Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP541	20081114113242	21818	M.Braymer, MaintBot	20						S000003839,S000003596,S000000194,S000004221,S000003786,S000001943,S000003242,S000004320,S000001116		73-22-3,1022-31-7,343-65-7,2646-71-1,606-14-4,6912-68-1,97-55-2,2466-09-3,1927-31-7,56-86-0,56-85-9	
Electron Transport Chain	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP542	20081114113242	21820	Kdahlquist, MaintBot	60	192474,192475,192476,192478, ,192470,192471,35491,41432,32989,32008,35590,38154,36159,32434,34747,50178,31604,44228,46260,192473,39214,43477,33744,37946,32936,41340,192472,39846,32586,44390,34996,192469,33776,33711,44498,37809,43693,192467,37617,43829,31950,39143,43507,46069,41845,42291,32764,44207,32740,40272,42591,33852,31762,33443,37728,37228,32007,38378		O60397						
Synthesis and Degradation of Ketone Bodies	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP543	20081114113242	21822	N.Reyes, MaintBot	4	71911,110446,15356,15360								
Circadian Exercise	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP544	20090512105756	29533	A.C.Zambon, MaintBot, Evelo	49	17878,16601,64209,75062,12417,54375,26441,22763,22218,319187,19290,12953,18626,18627,12952,53412,12608,19053,27057,14011,238988,15481,15502,22229,14864,216558,12741,18701,22153,14585,68652,20610,14869,50884,30960,52331,23994,319554,13690,22057,19317,19663,14373,11865,353187,12753,12226,14998,217166								
Complement Activation, Classical Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP545	20081114113243	21826	Nsalomonis, MaintBot, Khanspers	18	712,713,714,715,716,1604,5648,717,718,727,729,730,731,732,735,720,721								
Lactose degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP546	20081114113243	21828	J.Heckman, MaintBot	12						S000000224,S000000222,S000000223,S000001518,S000001004,S000001610,S000004711		63-42-3,1927-31-7,58-64-0,59-56-3,2466-09-3	
Complement and Coagulation Cascades KEGG	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP547	20081114134413	22596	169.230.76.4, MaintBot, Thomas	62	29687,192262,24231,24232,24441,24237,117512,64023,29333,54243,79126,64459,24234,84007,113959,54249,155012,25584,260320,24946,302470,116669,29243,304929,29251,24366,79224,113936,29436,25439,24648,25268,81750,25692,25619,83580,50692,85253,24903,SERPINF2,81509,117517,313421,298566,362634,312705,24233,MBL1,25407,289395,Daf2,64036,F12,290757,289055,H2-BF,25048,65051,304917,295703,24617,24153								
neural crest development	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP548	20090603085543	29821	Gwo, MaintBot	60	30182,30581,84039,30585,378962,368234,64274,64264,30442,562810,326281,791448,570746,30511,30175,550518,497629,100073330,30584,437022,30527,403041,30548,30096,64265,114417,30207,30632,393735,30122,30574,30686,564470,544654,140618,393787,30532,140616,30190,60642,30568,566323,558311,30512,30080,557567,554136,30561,58077,30256,58074,30569,30526,321239,567419,30587,570312,266599,368263,64263								
Galactose Metabolism	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP549	20081114113246	21836	M.Braymer, MaintBot	8						S000000223,S000000224,S000000222,S000004711,S000001610		1927-31-7,58-64-0,59-56-3	
Steroid Biosynthesis	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP55	20081114112955	20793	A.Kwa, MaintBot	15	13074,15497,14060,15492,15493,15494,15496,15485,15486,15487,15488,15490,15495								
Biogenic Amine Synthesis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP550	20081114113246	21838	AlexanderPico, MaintBot, Khanspers	32	7054,1644,1621,5409,5053,7166,438,3067,2571,2572,1103,1312,4128,43,15							60-18-4,59-92-7,62-31-7,51-41-2,63-91-2,73-22-3,4350-09-8,50-67-9,1210-83-9,71-001,51-45-6,56-86-0,62-49-7,51-84-3	
TCA Cycle	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP551	20081114113246	21840	Kdahlquist, MaintBot, N.Fidelman	24	31579,44149,,35590,31605,42185,34414,31406,35970,31683,34021,43437,39899,41340,39988,44001,38447,41067,41360,32940,42586,36020,37228,43102								
Octane oxidation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP552	20081114113246	21842	J.Heckman, MaintBot	12						S000005844,S000004860,S000001271,S000000817,S000000245		111-65-9,111-87-5,53-84-9,64885-97-8,1927-31-7,2466-09-3,1264-52-4	
Calcium Regulation in the Cardiac Cell	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP553	20081114113246	21844	Nsalomonis, MaintBot, J.Fong, N.Cotte	151	14683,14682,11749,20191,14225,18821,12317,12373,11513,19735,58175,22629,18751,22630,22628,22627,22631,56470,55948,18755,19087,11514,11512,18749,18754,18762,18753,18760,11515,18759,18752,18750,210044,19085,18761,19736,56533,19734,51791,50782,67865,19739,24012,19088,19737,18747,50780,50778,104111,19084,64214,50779,14702,14699,14697,14696,14695,14693,14688,26385,18797,14706,14772,14773,18768,12314,18769,18767,14704,66066,14707,64337,14701,14709,14708,54401,216869,109689,12313,20192,16438,16439,16440,12315,14672,20190,12372,53313,12322,12323,12325,108058,52163,12326,12297,12295,320707,11941,11940,110893,20541,27222,11931,11932,11933,11936,12669,243764,12671,12672,213788,12288,12289,12290,12292,12286,12287,11554,11556,11555,11549,11548,11550,14609,14611,14612,14613,414089,14615,14616,14617,14610,118454,14618,14619,14620,14621,14622,14623,16519,16521,16500,14677,14678,14679,14681,14687,216530,11938,224129,104110								
ACE Inhibitor Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP554	20090707203127	30178	C.F.Thorn, MaintBot, Jinwook, Khanspers, AlexanderPico, Thomas	13	183,5972,1636,186,3827,4846,185,624						3081372		
Folic acid biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP555	20081114113247	21848	J.Heckman, MaintBot	23						S000003499,S000005200,S000004902,S000005316,S000004048,S000000467,S000000288,S000003436,S000005767,S000004719		2564-35-4,2466-09-3,14265-44-2,1927-31-7,56-86-0,56-85-9,55508-12-8,2646-71-1,56-45-1,31690-11-6,2800-34-2,58-64-0,56-40-6	
Glutamate degradation I	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP556	20081114113247	21850	J.Heckman, MaintBot	6						S000004862,S000003251,S000000210		56-85-9,56-86-0,2646-71-1	
ACE Inhibitor Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP557	20081114113247	21852	C.F.Thorn, MaintBot, Khanspers	9	24179,24715,24310,24182,24903,24600,25245,81638								
Complement and Coagulation Cascades KEGG	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP558	20081114133434	22582	169.230.76.4, MaintBot, Thomas	65	713,712,714,715,716,Daf2,Daf1,717,C4,718,Hc,729,735,5648,CD59A,4179,CRRY,CFI,10747,MBL1,710,C4BP,719,728,1380,1378,H2-BF,ADN,CFH,2152,2155,2158,2157,109821,7450,2159,2153,2147,2244,3053,1361,7035,2165,2149,462,5104,2,5265,5624,5627,5327,5328,7056,5054,5329,5340,2161,3818,3827,5345,623,730,733							9001-31-4,58-82-2	
Glutamate degradation VII	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP559	20081114113247	21856	J.Heckman, MaintBot	20						S000005668,S000003476,S000001589,S000004017,S000001631,S000003964,S000001624,S000002585,S000006183		56-86-0,64885-97-8,604-98-8,1927-31-7,14265-44-2,58-64-0,940-69-2,1910-41-4,146-14-5,617-48-1,2646-71-1	
CAR-RET metabolism, LIVER	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP56	20081114112955	20795	Susan, 169.230.76.4, MaintBot, AlexanderPico	25			Q64FW2,Q9JHW9,O55127		NP 067461,NP 076113,NP 031435,NP 031436,NP 036126,NP 059501,NP 598767,NP 035433,NP 035384,NP 033060,NP 071303,NP 035385,NP 038524,NP 031785,NP 058021,NP 573480,NP 038495,NP 033048,NP 848828,NP 033066,NP 067532				
Heme Biosynthesis	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP561	20081114113248	21860	Kdahlquist, MaintBot, Khanspers	22	210,3145,7390,7389,1371,5498,2235,212,211							487-90-1,73023-76-4,1976-85-8,2624-63-7,553-12-8,14875-96-8	
Circadian Exercise	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP562	20090602232755	29819	A.C.Zambon, MaintBot, Khanspers	29	404208,,326687,321659,406438,415106,83774,406204,140633,393807,140814,394104,323922,324366,334420,406559,402942,79377,494163,436950,79381,436819,324316,386629,393815,30271,30140,114432,334618								
Glycerol Teichoic Acid Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP563	20081114113248	21866	M.Braymer, MaintBot	6						S000001518,S000001004,S000004711,S000001610		2466-09-3,59-56-3	
Wnt Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP564	20081114113248	21868	M.Lieberman, MaintBot, M.Ramirez	45	24680,170538,29340,60580,81749,25522,58822,25619,24516,25445,25193,64033,58919,24577,24817,24205,84027,79257,83572,117273,25272,50658,64512,266715,282581,266608,300438,24881,114487,116466,24882,282582,114850,140584,58868,317674,64566,84426,64558,83721,84353,299147,362786,315298								
DNA Replication	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP565	20081114113249	21870	Kdahlquist, MaintBot, D.Koren	36	35364,,42553,38942,44915,38661,42758,36454,41703,34794,37970,35686,36017,47121,33629,31603,41296,35679,31449,40973,39014,35390,43278,34423,32763,34550,38492,40607,37290,31598,40972,31052,38228,39746,38989,38456								
canonical wnt - zebrafish	Danio rerio		http://www.wikipathways.org/index.php/Pathway:WP566	20081114113249	21872	SFGKrens, Khanspers, MaintBot	186	30127,60633,565714,30122,30144,30139,30476,30119,30275,30365,30370,30371,30363,30412,58073,58072,30364,58023,30366,402843,117510,386762,30510,30265,337795,58117,57931,58080,323630,80972,30654,30206,83411,405892,317679,554087,30549,353314,30170,30153,30463,30500,30612,30538,30501,30374,64807,64810,368201,30335,30480,335098,114437,336001,436718,415151,437027,553788,335654,334077,336839,556226,266599,387529,393953,394004,117507,30197,751108,404040,30502,30488,30428,405799,30222,114377,30243,373110,246726,497639,321364,404036,559630,564770,60641,60642,405784,378723,30131,266748,30235,58034,334613,30238,30236,30080,30606,492802,30175,30399,494531,246227,30239,30520,30330,30164,140423,60311,327469,30244,30233,30190,317678,353295,30544,65229,65230,548605,30167,266961,324261			Dr.85371,Dr.88309,Dr.92208,Dr.385,Dr.81321,Dr.389,Dr.342,Dr.88562,Dr.76466,Dr.87285,Dr.4823,Dr.27079,Dr.78861,Dr.23459,Dr.1064,Dr.1,,Dr.75382,Dr.289,Dr.75804,Dr.568,Dr.29035,Dr.79155,Dr.8108,Dr.20061,Dr.75808,Dr.81277,Dr.75840,Dr.7714,Dr.32765,Dr.5516,Dr.75611,Dr.4711,Dr.12561,Dr.1474,Dr.15883,Dr.79532,Dr.35935,Dr.78411,Dr.76746,Dr.597,Dr.88903,Dr.72277,Dr.83673,Dr.4076,Dr.30423,Dr.75102,Dr.30395,Dr.30157,Dr.84223,Dr.76476,Dr.82227,Dr.83677,Dr.75090,Dr.6051,Dr.75365,Dr.81253,Dr.78633,Dr.105557,Dr.86566		ZDB-GENE-060223-1,ZDB-GENE-061122-2,ZDB-GENE-030912-12,ZDB-GENE-050107-6			
Eukaryotic Transcription Initiation	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP567	20081210182811	26591	Nsalomonis, MaintBot, AlexanderPico	41	21374,229906,226182,21343,24074,108143,16202,66464,99730,74197,235459,68705,68153,12572,14884,23894,209357,14885,13872,13871,20017,20020,110812,20021,66420,17749,67065,26939,67005,20019,20016,69920,67710,245841,20022,20018,231329,66671,17420,70428,78929								
Fatty Acid Biosynthesis	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP568	20081114113251	21876	Kdahlquist, MaintBot, Evelo	13	36020,36760,33524,,35761,34313,33016,40056,46068,40348,36536,36926,36540								
IL-2 Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP569	20081114113251	21878	A.Pandey, MaintBot	73	140924,,25704,116562,84598,25326,24514,25513,29741,116689,116590,50689,84477,25155,25467,29376,311030,498798,89829,24654,83840,85243,366508,298947,25150,24185,294515,301965,81515,25622,85385,24703,81504,50646,24251,25464,313845,252971,83681,83427,287942,500985,54245,311021,24356,24413,25522,290364,24224,56718,299331,500526,117045,81646,170851,58960,25156,24918,25126,81736,309165,500538,24525,116554,81649,289014,50658,309361,288516,25125,25124,313050,304063								
Signal Transduction of S1P Receptor	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP57	20081114112955	20797	S.Doniger, MaintBot	22	14739,13610,94226,13609,18797,11651,11652,23797,18705,14677,14678,14679,26934,26417,26413,50772,23939,29857,20598,54447,56632,20698								
Monoamine GPCRs	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP570	20081114113251	21880	Nsalomonis, MaintBot, J.S.Fong	34	13489,13490,13491,13492,15550,15551,15552,13488,15557,15558,15559,15560,15562,15563,15564,15565,15566,11549,11548,11550,11551,11552,11553,11554,11555,11556,11536,15465,15466,12672,12669,243764,12671,213788								
FAS pathway and Stress induction of HSP regulation	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP571	20081114113251	21882	169.230.76.4, MaintBot	40	13163,14103,14102,15507,21926,16175,17164,102626,13063,12043,12371,11783,12367,14082,14084,19249,12370,12633,192656,,12369,11545,18479,224105,11857,20739,13347,13368,19090,12368,16905,16906,16907,19645,26401,26398,26419,26409,16476								
EGFR1 Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP572	20081114113252	21884	A.Pandey, MaintBot	172	13645,110157,15461,18176,16653,56392,,26405,50915,14784,14783,26406,20662,14786,18709,20416,18710,18706,74769,18707,30955,14388,14389,16451,20846,16452,20848,20850,20847,20851,26395,18750,18762,18760,18759,18751,26396,26397,23938,26407,22324,57257,22325,23939,26413,26417,13714,13712,26419,26400,19279,14609,54401,232341,13649,110310,16691,16667,16668,382523,107686,18810,19248,20779,12402,12928,12929,67184,19353,19229,12389,12390,17973,17974,18803,216963,19734,12703,12702,16332,271457,98910,11843,22687,19766,53859,19730,218397,20459,19084,15170,19247,22038,74155,13449,18738,80794,208650,18806,18805,13858,13860,15194,240752,56726,12988,194590,19765,64143,19707,51789,20663,13429,20408,12540,24064,16478,14281,12606,17869,12608,23980,194655,20466,21815,433759,58194,20404,16476,20683,11651,19259,20617,20111,110651,20112,11771,73178,26365,13627,72993,216190,23942,13859,13854,215114,19727,26416,57783,245688,13196,20910,12388,109333,18479,27387,12927,12371,73086,17126,17127,12912,56458,19303,13710,107435,12322,16396,11836,109904,234779,19252								
Phenylalanine Degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP573	20081114113252	21886	M.Braymer, MaintBot	14						S000004034,S000004124,S000002788,S000003319,S000002327,S000005446,S000004918,S000004688,S000000349,S000003225,S000001179		56-86-0,63-91-2,122-78-1	
Hedgehog Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP574	20081114113252	21888	A.Pandey, MaintBot	20	366452,29499,54237,89830,84380,25273,84399, ,361769,290284,363067,140589,54244,25255,304729,301516,25203,367242,24483,291936								
Anaerobic respiration	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP575	20081114113252	21890	J.Heckman, MaintBot	7						S000001417,S000003581		1910-41-4,303-97-9,72-17-3,146-14-5,146-17-8	
Glycogen Metabolism	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP576	20081114113252	21892	Kdahlquist, MaintBot, MartijnVanIersel	19	31248,326264,41823,,37435,33386,44010,39065,37419,31839,34114,32120,36329,45959,43312,49077,42368,33555,42169								
Leptin Insulin Overlap	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP578	20090609121019	29902	Susan, Evelo, MartijnVanIersel, MaintBot, Thomas	20	16337,16847,16367,16369,16370,16452,20848,11651,16333,18607,12703,216233,12702,384783	ENSMUSG00000020573,ENSMUSG00000028698,ENSMUSG00000040479 	P41160						16618
Sulfate assimilation pathway II	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP579	20081114113255	21901	J.Heckman, MaintBot	13						S000003771,S000001484,S000006371,S000003898,S000001926,S000004294		1927-31-7,2466-09-3,58-64-0,2646-71-1,3805-37-6,6027-13-0,64-19-7	
Monoamine GPCRs	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP58	20081114112955	20799	Nsalomonis, MaintBot, AlexanderPico, J.S.Fong	41	1812,1813,1814,1816,3350,3351,3352,3354,3355,3356,3357,3358,3360,3361,3362,3363,148,147,146,150,153,154,155,3269,3274,1128,1129,1131,1133,1815,94018,152,151,1132						9676	62-31-7,50-67-9,51-45-6	
Dauer formation	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP580	20090511001311	29502	MartijnVanIersel, AlexanderPico	25						B0412.2,C05D2.1,F29C4.1,R05D11.1,F01G10.8,W01G7.1,F25E2.5,F11A1.3,daf-28,daf-2,daf-16,age-1,daf-11,tax-2,tax-4,daf-21,pdk-1,akt-1,akt-2,daf-18,rle-1,ftt-2,T13C5.1			
EPO Receptor Signaling	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP581	20081114132548	22574	Thomas	26	2057,3717,6714,6772,6464,2885,5604,5595,5594,5605,5163,207,5294,2056,8651,6777,1154,6776,6774,5788,10076,5894,6654,8660,3667,5921								
Cre-lox for W846X	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP582	20081201125309	26420	Simon, Thomas	1									
Interferon type I	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP585	20081128111622	26377	Sham.uk	26	3454,3455,7297,3716,6772,6773,,10379,8651,8554,5777,5781,9021,1399,2889,5906,3667,2475,5788,3932,7535,6775,10401,9846,10399								
vector	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP586	20081128111858	26379	Lmeertens	1									
construct	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP587	20081128171751	26391	Lmeertens	1									
construct	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP588	20081130204113	26413	Lmeertens	1									
inbouwen	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP589	20081130225439	26417	Lmeertens	1									
Electron Transport Chain	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP59	20081114112956	20801	Kdahlquist, MaintBot, M.Ramirez	59	58927,29478,80754,25309,25310,29445,252934,94194,25278,25282,54322,29507,25250,171335,89786,64463,65262,171374,116550,245965,245958,94271,192241,113907,171375,29754,171082,114630,24860,54315,25708,85333,25176,157074,85263,,81511,140608,25488,81728,289217,363061,301011,291103,365227,303393		NU1M RAT,NU4M RAT,NU6M RAT,NULM RAT,NU3M RAT,NU2M RAT,DHSB RAT,COX1 RAT,COX2 RAT,COXO RAT,UQCR2 RAT	Rn.25165,Rn.40205					
Cardiovascular Signaling	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP590	20090602190250	29763	An.lebacq, Thomas, Khanspers	35	25313,360457,94203,24337,25267,116554,24472,24185,114487,116466,60580,315298,290905,306628,296603,114559,85490,29393,292406,116669,60379,81008,83584,64314,25402,114495,29360,58840,78971,24471,29332,83685,29271,85250								
Integrin-mediated cell adhesion	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP6	20081114112936	20685	169.230.76.4, MaintBot	100	12540,20416,20418,11836,109880,225724,23939,54126,19353,19354,170758,18607,22325,57257,20662,22793,12389,12391,14360,14784,20363,14083,212541,12988,12927,20779,11651,11652,12334,103998,12338,18481,214230,22323,23938,26399,29857,107746,26413,50772,26396,105083,16398,16400,16401,16402,16403,16404,241226,104099,213119,319480,16399,16407,,16408,16409,16410,16411,16412,16414,16416,192897,16419,16420,16421,320910,26414,16202,12390,12335,73647,109711,26431,23797,12336,109905,215449,110157,21894,20411,12928,330662,18709,19877,19878,228785,12333,12337,12339,23830,224105,18479,70584,26397,26395,22330,21961,19303								
Toulene degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP60	20081114112956	20803	J.Heckman, MaintBot	12						S000005525,S000005275,S000003916,S000001838,S000002402,S000000704		100-51-6,2646-71-1,100-52-7,53-84-9,65-85-0,120-80-9	
miR-1 in cardiac development	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP608	20090601225241	29746	Thomas, Khanspers	5	15111,54352,16508								
Delta-Notch Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP61	20081114112958	20805	A.Pandey, MaintBot	85	4851,4853,4854,4855,28514,54567,182,3714,5663,5664,51107,83464,55851,23385,102,6868,2932,8650,83737,351,9253,5295,5296,207,5045,1272,4856,1840,429,2033,7157,3955,4242,23509,6500,55294,23462,84441,55534,9794,22938,9612,9611,3065,9541,8819,3066,25942,3280,6774,3717,5970,4792,23493,7088,4088,4089,7528,1017,51176,4208,8454,6502,9978,6929,5595,5594,55759,8850,2273,6015,59269,23013,4086,55502,161882,4100,1271,1270,388585,3932,3725,3516,1950,1956								
leptin central pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP613	20090113140520	27595	Vladionescu	1									
Senescence and Autophagy	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP615	20090528130033	29697	Sham.uk	63	5925,7157,1869,3265,3456,3458,3663,3665,5054,2932,3428,5894,1029,4193,5055,8804,5604,5594,,1277,1432,1026,5606,1027,994,7040,3659,3479,3480,2919,9547,3569,3562,3576,2335,7057,6678,7448,2934,8408,9474,3920,2475,8678,5728,3621,960,3488,648,4297,3490,673,3570,6041,51100,10533,84557,1051,5327,650,3572								
Ureide biosynthesis	Oryza sativa		http://www.wikipathways.org/index.php/Pathway:WP617	20090524020709	29651	Thomas, MaintBot, Pjaiswal, AlexanderPico	25							962		17202,15652,18107,17712,17775,30837,15676,15846,16908,15379,16240,16526,18367,16300
